,Year,Type,Area,Gender,Species
5134,1927,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 1.5 m [5'] "
5135,1927,Unprovoked,California,Male,Unidentified Species
5136,1927,Unprovoked,New South Wales,Male,3.7 m [12'] shark
5137,1927,Unprovoked,New South Wales,Male,Unidentified Species
5138,1927,Unprovoked,Torres Strait,Male,Unidentified Species
5139,1926,Unprovoked,Torres Strait,Male,Unidentified Species
5140,1926,Unprovoked,Torres Strait,Male,Unidentified Species
5141,1926,Unprovoked,Central Province,Male,Unidentified Species
5142,1926,Unprovoked,New South Wales,Male,"Grey nurse shark, 4'"
5143,1926,Sea Disaster,Non-Registered Area,Unrecorded Gender,Unidentified Species
5144,1926,Unprovoked,Non-Registered Area,Male,Unidentified Species
5145,1926,Unprovoked,New Jersey,Male,Unidentified Species
5146,1926,Unprovoked,Golfo di Genova in the Ligurian Sea,Male,Said to involve 6 to 7 m [20' to 23'] white shark
5147,1926,Boating,New Jersey,Male,"""whiptail shark"" (thresher shark?)"
5148,1926,Unprovoked,California,Male,1.5 m [5'] white shark or sevengill shark
5149,1926,Arbitrary incident,Sants-Montjic,Male,"Questionable, 2m shark suspected"
5150,1926,Unprovoked,Hawaii,Male,"White shark, 3.8 m [12.5']  "
5151,1926,Unprovoked,South of the Equator ,Male,Unidentified Species
5152,1926,Unprovoked,Hawaii,Female,"According to Carlsmith, the shark's mouth was 3' wide"
5153,1926,Unprovoked,South Australia,Female,"White shark, 3.7 m [12']  "
5154,1926,Unprovoked,Eastern Cape Province,Male,"""a blue shark"""
5155,1926,Unprovoked,Victoria,Male,Unidentified Species
5156,1926,Unprovoked,Bay of Monaco,Male,Unidentified Species
5157,1926,Provoked,Cook Islands,Male,Unidentified Species
5158,1926,Unprovoked,Non-Registered Area,Female,Unidentified Species
5159,1926,Unprovoked,Western Cape Province,Male,Unidentified Species
5160,1925,Unprovoked,Western Australia,Male,"Tiger shark, 4 m [13'] female"
5161,1925,Unprovoked,Puerto Rico,Female,Unidentified Species
5162,1925,Unprovoked,Puerto Rico,Male,Unidentified Species
5163,1925,Provoked,Valencia ,Male,Unidentified Species
5164,1925,Unprovoked,Isle of Wight,Male,Unidentified Species
5165,1925,Unprovoked,South Carolina,Female,Unidentified Species
5166,1925,Arbitrary incident,Western Australia,Unrecorded Gender,Shark involvement prior to death unconfirmed
5167,1925,Unprovoked,Puerto Rico,Male,Unidentified Species
5168,1925,Unprovoked,New South Wales,Male,Said to be a �small shark�
5169,1925,Unprovoked,New South Wales,Male,Unidentified Species
5170,1925,Unprovoked,Central Province,Male,Unidentified Species
5171,1925,Unprovoked,Florida,Male,Unidentified Species
5172,1925,Unprovoked,Vancouver,Male,2.1 m [7'] shark
5173,1925,Unprovoked,Viti Levu Island,Male,Unidentified Species
5174,1924,Unprovoked,Tamaulipas,Female,1.8 m shark
5175,1924,Unprovoked,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Male,Unidentified Species
5176,1924,Unprovoked,Puerto Rico,Male,Unidentified Species
5177,1924,Provoked,Tuamotus,Male,Unidentified Species
5178,1924,Unprovoked,Victoria,Male,10' shark
5179,1924,Unprovoked,South Carolina,Male,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols."
5180,1924,Provoked,Dorset,Male,12' shark
5181,1924,Boating,California,Male,Unidentified Species
5182,1924,Provoked,Florida,Male,Unidentified Species
5183,1924,Unprovoked,New South Wales,Male,Unidentified Species
5184,1924,Unprovoked,150 miles offshore,Male,Unidentified Species
5185,1924,Arbitrary incident,Western Australia,Male,Questionable
5186,1924,Unprovoked,Central Province,Male,Unidentified Species
5187,1924,Boating,Galica,Unrecorded Gender,3.5 m shark
5188,1924,Unprovoked,New South Wales,Female,Unidentified Species
5189,1924,Arbitrary incident,Queensland,Male,Shark involvement prior to death unconfirmed
5190,1924,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
5191,1924,Unprovoked,Eastern Cape Province,Male,Unidentified Species
5192,1924,Unprovoked,New South Wales,Male,3 m [10'] shark
5193,1923,Unprovoked,New South Wales,Male,Unidentified Species
5194,1923,Unprovoked,New South Wales,Male,Unidentified Species
5195,1923,Unprovoked,Western Australia,Male,Unidentified Species
5196,1923,Arbitrary incident,New South Wales,Male,Shark involvement suspected but not confirmed
5197,1923,Arbitrary incident,New South Wales,Male,Shark involvement prior to death unconfirmed
5198,1923,Boating,New South Wales,Unrecorded Gender,"""a very large shark"""
5199,1923,Unprovoked,Torres Strait,Male,Unidentified Species
5200,1923,Unprovoked,Demerara County,Male,Unidentified Species
5201,1923,Unprovoked,Queensland,Male,Unidentified Species
5202,1923,Boating,New South Wales,Male,Unidentified Species
5203,1923,Boating,Vera Cruz,Unrecorded Gender,Unidentified Species
5204,1923,Unprovoked,Western Australia,Male,Unidentified Species
5205,1923,Unprovoked,Queensland,Male,Unidentified Species
5206,1923,Unprovoked,Queensland,Male,Unidentified Species
5207,1923,Unprovoked,Puerto Rico,Male,Unidentified Species
5208,1923,Arbitrary incident,Western Australia,Male,Shark involvement prior to death was not confirmed
5209,1923,Unprovoked,Western Australia,Male,Unidentified Species
5210,1923,Arbitrary incident,Caribbean Sea,Male,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman"
5211,1923,Boating,New Jersey,Male,Unidentified Species
5212,1923,Unprovoked, Manila Bay,Male,Unidentified Species
5213,1923,Provoked,New Jersey,Male,Unidentified Species
5214,1922,Provoked,New Jersey,Male,Unidentified Species
5215,1922,Unprovoked,Puerto Rico,Female,Unidentified Species
5216,1922,Unprovoked,Queensland,Male,"2.7 m [9'] ""blue"" shark"
5217,1922,Unprovoked,Lucy,Male,Unidentified Species
5218,1922,Arbitrary incident,New South Wales,Male,Shark involvement prior to death unconfirmed
5219,1922,Unprovoked,Hawaii,Male,Unidentified Species
5220,1922,Unprovoked,East Yorkshire,Male,Unidentified Species
5221,1922,Boating,Massachusetts,Unrecorded Gender,"""A pack of 6 sharks"""
5222,1922,Unprovoked,Florida,Male,Unidentified Species
5223,1922,Unprovoked,Florida,Female,1.8 m [6'] shark
5224,1922,Unprovoked,Westmoreland Parish,Male,6' shark
5225,1922,Unprovoked,Western Cape Province,Male,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark "
5226,1922,Unprovoked,New South Wales,Male,Unidentified Species
5227,1922,Unprovoked,Kingston Parish,Male,Unidentified Species
5228,1922,Unprovoked,Kingston Parish,Female,2.7 m [9'] shark later captured by Mitchell-Hedges
5229,1922,Unprovoked,New South Wales,Male,"White shark, 2.4 m [8'] "
5230,1922,Arbitrary incident,New South Wales,Male,Shark involvement prior to death unconfirmed
5231,1922,Unprovoked,New South Wales,Male,White shark
5232,1922,Unprovoked,Non-Registered Area,Male,Unidentified Species
5233,1922,Unprovoked,Queensland,Male,Unidentified Species
5234,1922,Unprovoked,New South Wales,Male,Grey nurse shark?
5235,1922,Unprovoked,New South Wales,Male,Unidentified Species
5236,1921,Unprovoked,Queensland,Male,Unidentified Species
5237,1921,Unprovoked,Queensland,Male,Unidentified Species
5238,1921,Unprovoked,Queensland,Male,Unidentified Species
5239,1921,Unprovoked,Viti Levu Island,Unrecorded Gender,Unidentified Species
5240,1921,Unprovoked,Queensland,Male,Unidentified Species
5241,1921,Unprovoked,Queensland,Male,Unidentified Species
5242,1921,Provoked,Dorset,Male,"Blue shark, 4' "
5243,1921,Unprovoked,Torres Strait,Male,Unidentified Species
5244,1921,Unprovoked,Luzon Island,Male,Unidentified Species
5245,1921,Unprovoked,Non-Registered Area,Male,Unidentified Species
5246,1921,Arbitrary incident,"Cavite Province, Luzon",Unrecorded Gender,Questionable
5247,1920,Unprovoked,Western Australia,Male,4' to 5' shark
5248,1921,Unprovoked,Cape Haitien,Male,Comrades saw shark's tail appear about 5' away
5249,1920,Unprovoked,Western Australia,Male,"15* to 24"" dog shark"
5250,1920,Sea Disaster,Leyte,Male,Unidentified Species
5251,1920,Arbitrary incident,New York,Male,Questionable
5252,1920,Unprovoked,Torres Strait,Male,Unidentified Species
5253,1920,Unprovoked,Florida,Male,Unidentified Species
5254,1920,Provoked,Halifax,Unrecorded Gender,15'
5255,1920,Unprovoked,Queensland,Male,Unidentified Species
5256,1920,Unprovoked,Torres Strait,Male,Unidentified Species
5257,1920,Unprovoked,Eastern Cape Province,Female,Unidentified Species
5258,1920,Unprovoked,Torres Strait,Male,Unidentified Species
5259,1920,Unprovoked,New South Wales,Male,Unidentified Species
5260,1920,Unprovoked,Westmoreland Parish,Male,Unidentified Species
5261,1920,Unprovoked,North Island,Female,Unidentified Species
5262,1920,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
5263,1919,Unprovoked,Queensland,Male,Unidentified Species
5264,1919,Unprovoked,New South Wales,Male,Unidentified Species
5265,1919,Unprovoked,Northern Territory,Male,Unidentified Species
5266,1919,Unprovoked,Turtle Bogue,Male,Unidentified Species
5267,1919,Unprovoked,Florida,Male,Unidentified Species
5268,1919,Unprovoked,South Carolina,Male,Unidentified Species
5269,1919,Unprovoked,Florida,Male,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum"
5270,1919,Arbitrary incident,New South Wales,Male,Shark involvement prior to death unconfirmed
5271,1919,Unprovoked,New South Wales,Male,3.7 m to 4.3 m [12' to 14']  shark
5272,1919,Unprovoked,South Island,Female,Unidentified Species
5273,1919,Unprovoked,New South Wales,Male,12' shark
5274,1919,Unprovoked,Queensland,Male,Unidentified Species
5275,1919,Boating,Non-Registered Area,Male,13' shark
5276,1919,Unprovoked,Florida,Female,Unidentified Species
5277,1918,Unprovoked,Hawaii,Male,Unidentified Species
5278,1918,Sea Disaster,60 miles north of San Domingo in the West Indies,Male,"Tiger sharks, 2.4 m to 4.9 m [8' to 16'] "
5279,1918,Unprovoked,Queensland,Male,Unidentified Species
5280,1918,Unprovoked,New South Wales,Male,12' shark
5281,1918,Unprovoked,Queensland,Male,Unidentified Species
5282,1917,Unprovoked,Western Australia,Male,Unidentified Species
5283,1917,Unprovoked,Maputo Province,Male,Unidentified Species
5284,1917,Unprovoked,New Jersey,Male,Unidentified Species
5285,1917,Provoked,Hawaii,Male,12' shark
5286,1917,Unprovoked,Colon,Male,Unidentified Species
5287,1917,Unprovoked,Florida,Male,Unidentified Species
5288,1917,Sea Disaster,Off Ireland,Male,Unidentified Species
5289,1917,Unprovoked,South Carolina,Male,Unidentified Species
5290,1917,Unprovoked,Luzon Island,Male,Unidentified Species
5291,1917,Unprovoked,Non-Registered Area,Male,Unidentified Species
5292,1917,Unprovoked,Mediterranean Sea,Male,Unidentified Species
5293,1916,Unprovoked,Queensland,Male,Unidentified Species
5294,1916,Unprovoked,New South Wales,Male,Unidentified Species
5295,1916,Unprovoked,New South Wales,Female,Unidentified Species
5296,1916,Provoked,Non-Registered Area,Male,Unidentified Species
5297,1916,Unprovoked,Queensland,Male,Unidentified Species
5298,1916,Unprovoked,Queensland,Male,Unidentified Species
5299,1916,Provoked,Florida,Male,Unidentified Species
5300,1916,Unprovoked,Louisiana,Male,Unidentified Species
5301,1916,Unprovoked,North Carolina,Male,Unidentified Species
5302,1916,Arbitrary incident,New York,Female,Unidentified Species
5303,1916,Unprovoked,New York,Male,Unidentified Species
5304,1916,Unprovoked,New Jersey,Male,Said to involve a 2.7 m [9'] shark
5305,1916,Unprovoked,New Jersey,Male,3 m [10'] shark
5306,1916,Unprovoked,New Jersey,Male,Unidentified Species
5307,1916,Sea Disaster,Non-Registered Area,Male,Unidentified Species
5308,1916,Unprovoked,Gran Canaria,Male,Unidentified Species
5309,1916,Unprovoked,Luzon Island,Male,Unidentified Species
5310,1916,Unprovoked,New Jersey,Male,Thought to involve a 2.6 m [8.5'] white shark
5311,1916,Unprovoked,New Jersey,Male,Thought to involve a 2.6 m [8.5'] white shark
5312,1916,Unprovoked,New Jersey,Male,Unidentified Species
5313,1916,Unprovoked,Non-Registered Area,Male,Unidentified Species
5314,1916,Provoked,Florida,Male,Unidentified Species
5315,1916,Unprovoked,New South Wales,Male,Unidentified Species
5316,1916,Unprovoked,Victoria,Male,Unidentified Species
5317,1916,Unprovoked,New South Wales,Male,Unidentified Species
5318,1915,Unprovoked,Torres Strait,Male,Unidentified Species
5319,1915,Unprovoked,Queensland,Male,Unidentified Species
5320,1915,Unprovoked,New South Wales,Male,Unidentified Species
5321,1915,Unprovoked,Florida,Male,Unidentified Species
5322,1915,Unprovoked,Tamaulipas,Male,Unidentified Species
5323,1915,Unprovoked,Non-Registered Area,Male,Unidentified Species
5324,1915,Arbitrary incident,Non-Registered Area,Male,Shark involvement prior to death unconfirmed
5325,1915,Unprovoked,Torres Strait,Male,3 m [10'] shark
5326,1915,Unprovoked,Queensland,Male,Unidentified Species
5327,1915,Arbitrary incident,North Island,Male,Shark involvement prior to death unconfirmed
5328,1915,Unprovoked,New South Wales,Male,Unidentified Species
5329,1915,Arbitrary incident,Florida,Male,"Reported to involve a 3.7 m [12'] shark, possibly a white shark"
5330,1914,Unprovoked,Queensland,Male,Unidentified Species
5331,1914,Sea Disaster,Apolima Strait,Female,Unidentified Species
5332,1914,Unprovoked,Kingston Parish,Male,"A 20' shark known as ""Old Tom"""
5333,1914,Unprovoked,Louisiana,Male,Unidentified Species
5334,1914,Unprovoked,Zadar County,Female,1.5 m [5'] shark
5335,1914,Provoked,Louisiana,Male,Unidentified Species
5336,1914,Unprovoked, Primorje-Gorski Kotar County,Male,6 m shark
5337,1914,Boating,Adriatic Sea,Male,Unidentified Species
5338,1914,Unprovoked,Victoria,Male,Unidentified Species
5339,1914,Sea Disaster,South Province,Male,Unidentified Species
5340,1914,Provoked,Florida,Female,3' shark
5341,1914,Arbitrary incident,Florida,Male,Shark involvement prior to death unconfirmed
5342,1914,Sea Disaster,Essequibo,Male,Unidentified Species
5343,1914,Unprovoked,Hawaii,Male,Unidentified Species
5344,1914,Unprovoked,South Australia,Male,said to involve a tiger shark
5345,1914,Unprovoked,New South Wales,Male,Unidentified Species
5346,1914,Unprovoked,Queensland,Female,Unidentified Species
5347,1914,Unprovoked,KwaZulu-Natal,Female,Unidentified Species
5348,1913,Provoked,Florida,Unrecorded Gender,13' shark
5349,1913,Sea Disaster,Non-Registered Area,Male,Unidentified Species
5350,1913,Unprovoked,Lagos ,Male,Unidentified Species
5351,1913,Unprovoked,Queensland,Male,Unidentified Species
5352,1913,Unprovoked,Florida,Male,Said to involve a 2.4 m [8'] hammerhead shark
5353,1913,Provoked,Istria County,Male,2 m shark
5354,1913,Arbitrary incident,New Jersey,Male,Shark involvement prior to death unconfirmed
5355,1913,Arbitrary incident,New Jersey,Female,Shark involvement prior to death unconfirmed
5356,1913,Arbitrary incident,Trieste,Unrecorded Gender,Shark involvement prior to death unconfirmed
5357,1913,Unprovoked,South Carolina,Male,Unidentified Species
5358,1913,Unprovoked,Non-Registered Area,Male,Unidentified Species
5359,1913,Provoked,Florida,Male,Unidentified Species
5360,1913,Provoked,New South Wales,Male,Unidentified Species
5361,1913,Unprovoked,Upolu Island,Male,Unidentified Species
5362,1913,Unprovoked,Torres Strait,Male,Tiger shark 
5363,1913,Unprovoked,Saint-Denis,Male,Unidentified Species
5364,1913,Unprovoked,5aint-Denis,Male,Unidentified Species
5365,1913,Unprovoked,Victoria,Male,Unidentified Species
5366,1912,Sea Disaster,Non-Registered Area,Female,Unidentified Species
5367,1912,Unprovoked,Georgia,Male,Unidentified Species
5368,1912,Unprovoked,South Carolina,Male,8' shark
5369,1912,Unprovoked,Central Province,Male,Unidentified Species
5370,1912,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death unconfirmed
5371,1912,Unprovoked,North Island,Male,Unidentified Species
5372,1912,Provoked,Western Australia,Male,Unidentified Species
5373,1912,Unprovoked,New South Wales,Male,Unidentified Species
5374,1912,Unprovoked,South Province,Male,Unidentified Species
5375,1912,Unprovoked,New South Wales,Male,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
5376,1912,Unprovoked,Viti Levu group,Male,Unidentified Species
5377,1912,Unprovoked,New South Wales,Male,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
5378,1912,Unprovoked,Queensland,Male,Unidentified Species
5379,1912,Unprovoked,Balearics,Male,White shark
5380,1911,Arbitrary incident,Florida,Male,Shark involvement prior to death unconfirmed
5381,1911,Unprovoked,South Carolina,Male,Unidentified Species
5382,1911,Unprovoked,Queensland,Male,Unidentified Species
5383,1911,Unprovoked,Texas,Male,Unidentified Species
5384,1911,Unprovoked,Florida,Male,Unidentified Species
5385,1911,Unprovoked,Florida,Male,Unidentified Species
5386,1911,Unprovoked,M�laga ,Male,Unidentified Species
5387,1911,Provoked,Delaware,Male,Unidentified Species
5388,1911,Unprovoked,Western Cape Province,Male,Unidentified Species
5389,1911,Provoked,Texas,Male,5' shark
5390,1911,Unprovoked,Western Cape Province,Male,Unidentified Species
5391,1911,Boating,Chatham Islands,Unrecorded Gender,Unidentified Species
5392,1911,Unprovoked,Torres Strait,Male,Unidentified Species
5393,1911,Sea Disaster,Western Australia,Male,Unidentified Species
5394,1911,Unprovoked,Texas,Male,Unidentified Species
5395,1911,Unprovoked,North Island,Male,Unidentified Species
5396,1910,Arbitrary incident, Primorje-Gorski Kotar County,Male,Questionable
5397,1910,Sea Disaster,Western Australia,Male,Unidentified Species
5398,1910,Provoked,Georges Bank,Male,Angel shark
5399,1910,Unprovoked,Queensland,Male,Said to involve  9' blue shark
