,Year,Type,Area,Gender,Species
2726,1988,Unprovoked,Non-Registered Area,Male,1.5 m [5'] shark
2727,1988,Unprovoked,Non-Registered Area,Male,Unidentified Species
2728,1988,Unprovoked,Western Cape Province,Male,White shark
2729,1988,Unprovoked,North Carolina,Male,Sandtiger shark
2730,1988,Unprovoked,South Carolina,Male,Sand shark?
2731,1988,Unprovoked,Florida,Male,Unidentified Species
2732,1988,Unprovoked,Florida,Male,1.8 m to 2.4 m [6' to 8'] shark
2733,1988,Unprovoked,Non-Registered Area,Female,Unidentified Species
2734,1988,Unprovoked,Florida,Male,Unidentified Species
2735,1988,Unprovoked,Florida,Male,Unidentified Species
2736,1988,Unprovoked,Saint-Louis,Male,Unidentified Species
2737,1988,Unprovoked,California,Male,White shark
2738,1988,Unprovoked,Florida,Male,Unidentified Species
2739,1988,Arbitrary incident,Hawaii,Male,Shark involvement prior to death was not confirmed
2740,1988,Unprovoked,Florida,Male,Unidentified Species
2741,1988,Unprovoked,Florida,Male,Unidentified Species
2742,1988,Arbitrary incident,KwaZulu-Natal,Female,Shark involvement prior to death was not confirmed
2743,1988,Unprovoked,Florida,Female,Unidentified Species
2744,1988,Unprovoked,Hawaii,Male,Unidentified Species
2745,1988,Unprovoked,KwaZulu-Natal,Male,1.5 m to 2 m [5' to 6.75'] shark
2746,1988,Unprovoked,Saint-Pierre,Male,Unidentified Species
2747,1988,Boat,KwaZulu-Natal,Unrecorded Gender,"Raggedtooth shark, 2 m "
2748,1988,Unprovoked,Eastern Cape Province,Male,"1 m ""grey-colored"" shark"
2749,1988,Unprovoked,KwaZulu-Natal,Female,Zambezi shark (tooth fragments recovered)
2750,1988,Boat,Western Australia,Unrecorded Gender,"Mako shark, 3 m [10'], 200-kg [441-lb] "
2751,1988,Unprovoked,Vanua Levu,Male,"Tiger shark, 3 m "
2752,1988,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement not confirmed
2753,1988,Arbitrary incident,Torres Strait,Male,Shark involvement prior to death was not confirmed
2754,1988,Provoked,Louisiana,Male,Mako shark
2755,1988,Provoked,Western Cape Province,Male,1.5 m copper shark
2756,1988,Provoked,Western Cape Province,Unrecorded Gender,6 m shark
2757,1988,Unprovoked,New South Wales,Male,Wobbegong shark
2758,1987,Sea Disaster,Mindoro,Unrecorded Gender,Unidentified Species
2759,1987,Unprovoked,Florida,Male,1.8 m [6'] blacktip shark
2760,1987,Arbitrary incident,New South Wales,Female,Shark involvement prior to death was not confirmed
2761,1987,Unprovoked,Florida,Male,Unidentified Species
2762,1987,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
2763,1987,Unprovoked,California,Male,2 m [6.75'] shark
2764,1987,Arbitrary incident,KwaZulu-Natal,Male,Questionable incident
2765,1987,Unprovoked,Western Cape Province,Male,White shark
2766,1987,Sea Disaster,Between DR and Puerto Rico,Unrecorded Gender,40 to 50 sharks attacked survivors in the water
2767,1987,Unprovoked,South Australia,Male,White shark
2768,1987,Unprovoked,Western Cape Province,Male,3.5 m [11.5']  white shark
2769,1987,Unprovoked,Florida,Male,1.2 m to 1.5 m [4' to 5'] shark
2770,1987,Unprovoked,California,Male,5.7 m white shark
2771,1987,Unprovoked,Florida,Male,3' to 4' shark
2772,1987,Unprovoked,Texas,Female,4' shark
2773,1987,Unprovoked,Texas,Female,4' shark
2774,1987,Boat,South Carolina,Unrecorded Gender,12' shark
2775,1987,Unprovoked,Exuma Islands,Male,Unidentified Species
2776,1987,Unprovoked,Non-Registered Area,Male,2.5 to 3 m shark
2777,1987,Provoked,Florida,Male,1.5 m [5'] blacktip shark
2778,1987,Unprovoked,South Carolina,Male,1.5 m to 1.8 m [5' to 6'] shark
2779,1987,Unprovoked,Florida,Male,Unidentified Species
2780,1987,Provoked,New South Wales,Male,Unidentified Species
2781,1987,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
2782,1987,Unprovoked,Texas,Female,Unidentified Species
2783,1987,Unprovoked,Hawaii,Male,Unidentified Species
2784,1987,Unprovoked,Malampa Province,Male,4.3 m shark
2785,1987,Unprovoked,Western Australia,Male,"Bronze whaler shark, 2 m to 3 m "
2786,1987,Provoked,Western Cape Province,Unrecorded Gender,3 m white shark
2787,1987,Unprovoked,Florida,Male,Spinner shark
2788,1987,Sea Disaster,Between Honiara & Isabel Island,Unrecorded Gender,Unidentified Species
2789,1987,Unprovoked,Eastern Cape Province,Male,>2.5 m [8.25'] white shark
2790,1987,Unprovoked,Queensland,Male,Unidentified Species
2791,1987,Arbitrary incident,Adriatic Sea,Male,Doubtful / Unconfirmed attack / Unable to verify in local records
2792,1987,Boat,Tyrrhenian Sea,Male,White shark
2793,1986,Unprovoked,Western Cape Province,Male,"Raggedtooth shark, 2.5 m [8.25'] "
2794,1986,Unprovoked,Western Cape Province,Male,3 m [10'] white shark
2795,1986,Unprovoked,Florida,Male,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark
2796,1986,Unprovoked,Florida Straits,Male,Unidentified Species
2797,1986,Unprovoked,California,Male,5 m to 6 m [16.5' to 20'] white shark
2799,1986,Unprovoked,Non-Registered Area,Unrecorded Gender,Tiger shark
2800,1986,Unprovoked,Florida,Male,Unidentified Species
2801,1986,Unprovoked,Florida,Male,Unidentified Species
2802,1986,Unprovoked,Florida,Male,Unidentified Species
2803,1986,Provoked,KwaZulu-Natal,Male,"Raggedtooth shark, 1.96 m, 140-kg "
2804,1986,Unprovoked,Florida,Female,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
2805,1986,Unprovoked,KwaZulu-Natal,Male,1.6 m shark
2806,1986,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
2807,1986,Unprovoked,Florida,Male,Bull shark
2808,1986,Arbitrary incident,Florida,Unrecorded Gender,Shark involvement prior to death was not confirmed
2809,1986,Unprovoked,Florida,Unrecorded Gender,Unidentified Species
2810,1986,Unprovoked,Florida,Unrecorded Gender,Unidentified Species
2811,1986,Unprovoked,North Carolina,Unrecorded Gender,Unidentified Species
2813,1986,Unprovoked,New South Wales,Female,Wobbegong shark
2814,1986,Unprovoked,Gulf of Lyons,Unrecorded Gender,Unidentified Species
2815,1986,Boat,Western Australia,Unrecorded Gender,Tooth fragment of a white shark recovered. Authorities believed shark was 6 m [20']  total length
2816,1986,Unprovoked,South Carolina,Male,1.5 m [5'] shark
2817,1986,Unprovoked,KwaZulu-Natal,Male,1.2 m [4'] dusky shark
2818,1986,Unprovoked,New South Wales,Male,Wobbegong shark
2819,1986,Unprovoked,Non-Registered Area,Male,Unidentified Species
2820,1986,Unprovoked,Hawaii,Male,Unidentified Species
2821,1986,Unprovoked,Catalonia,Male,2 m shark
2822,1986,Unprovoked,C�diz,Male,3.5 m white shark
2823,1986,Unprovoked,KwaZulu-Natal,Male,>1 m shark
2824,1986,Unprovoked,Eastern Cape Province,Male,2 m [6.75'] shark
2825,1986,Unprovoked,Eastern Cape Province,Male,>2.4 m [8'] white shark
2826,1986,Unprovoked,Eastern Cape Province,Male,Unidentified Species
2827,1986,Unprovoked,Eastern Cape Province,Male,Raggedtooth shark
2828,1986,Unprovoked,Western Cape Province,Male,"Raggedtooth shark, 2 m [6.75'] "
2829,1986,Unprovoked,Victoria,Male,"Bronze whaler shark, 3.5 m "
2830,1986,Unprovoked,Florida,Male,Blacktip shark
2831,1986,Unprovoked,California,Male,1.5 m [5'] shark
2832,1985,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
2833,1985,Unprovoked,North Carolina,Male,Sandtiger shark
2834,1985,Provoked,Queensland,Male,1m shark
2835,1985,Boat,California,Unrecorded Gender,5.2 to 5.8 m white shark
2836,1985,Provoked,California,Male,Unidentified Species
2837,1985,Unprovoked,Eastern Cape Province,Male,2.5 m [8.25'] white shark
2838,1985,Unprovoked,California,Male,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark
2839,1985,Unprovoked,Hawaii,Male,"Thought to involve a Tiger shark,  3.7 m [12'] "
2840,1985,Unprovoked,Hawaii,Male,1.8 m to 2.4 m [6' to 8'] shark
2841,1985,Provoked,Alabama,Male,"6', 100-lb shark"
2842,1985,Unprovoked,California,Male,4 m to 5 m [13' to 16.5'] white shark
2843,1985,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
2844,1985,Unprovoked,Florida,Male,1.8 m silky shark
2846,1985,Unprovoked,South Carolina,Male,Unidentified Species
2847,1985,Arbitrary incident,Florida,Male,Shark involvement not confirmed
2848,1985,Arbitrary incident,Florida,Male,Shark involvement prior to death not confirmed
2849,1985,Unprovoked,Florida,Female,Possibly a small hammerhead shark
2850,1985,Unprovoked,Florida,Male,Unidentified Species
2851,1985,Boat,California,Unrecorded Gender,5 m to 6 m [16.5' to 20'] white shark
2852,1985,Unprovoked,South Carolina,Female,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] "
2853,1985,Unprovoked,Sicily,Male,"3 m to 3.6 m  [10' to 11'9""] white shark"
2854,1985,Unprovoked,California,Male,Shark involvement not confirmed
2855,1985,Provoked,KwaZulu-Natal,Male,30-kg [66-lb] shark
2856,1985,Unprovoked,Florida,Male,Unidentified Species
2857,1985,Unprovoked,South Australia,Female,6 m [20'] white shark
2858,1985,Unprovoked,California,Male,6 m [20'] white shark
2859,1985,Unprovoked,Florida,Male,Unidentified Species
2860,1985,Unprovoked,Western Cape Province,Male,Raggedtooth shark
2861,1985,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
2862,1985,Unprovoked,KwaZulu-Natal,Male,"3.5 m white shark, tooth fragments recovered"
2863,1985,Boat,South Island,Unrecorded Gender,6 m shark
2864,1985,Unprovoked,Western Cape Province,Male,3.5 m [11.5'] white shark
2865,1985,Unprovoked,South Province,Unrecorded Gender,Tiger shark
2866,1985,Provoked,KwaZulu-Natal,Male,1.5 m [5'] dusky shark
2867,1985,Unprovoked,Malampa Province,Male,Unidentified Species
2868,1985,Unprovoked,Non-Registered Area,Male,Bull shark
2869,1984,Boat,Tyrrhenian Sea,Unrecorded Gender,White shark
2870,1984,Unprovoked,Queensland,Male,"Tiger shark, 4 m "
2871,1984,Unprovoked,Florida,Male,1.2 m [4'] shark
2872,1984,Provoked,Florida,Male,"""a small shark"""
2873,1984,Arbitrary incident,Florida,Male,Shark involvement prior to death was not confirmed
2874,1984,Unprovoked,Florida,Female,1.5 m [5'] shark
2875,1984,Arbitrary incident,Florida,Female,Shark involvement not confirmed; officials considered barracua
2876,1984,Unprovoked,Florida,Male,1.2 m [4'] blacktip shark
2877,1984,Unprovoked,Oregon,Male,3 m to 5 m [10' to 16.5'] white shark
2878,1984,Unprovoked,California,Male,3 m to 4 m [10' to 13']  white shark
2879,1984,Unprovoked,Florida,Male,Unidentified Species
2880,1984,Unprovoked,Florida,Male,Unidentified Species
2881,1984,Unprovoked,Florida,Male,Hammerhead shark?+O2356
2882,1984,Unprovoked,Florida,Unrecorded Gender,Unidentified Species
2883,1984,Unprovoked,California,Male,small blue shark
2884,1984,Unprovoked,California,Male,4.5 m to 5 m white shark
2885,1984,Provoked,Baja California,Male,4.5 m to 5.5m white shark
2887,1984,Unprovoked,Non-Registered Area,Male,Unidentified Species
2888,1984,Unprovoked,Texas,Female,Unidentified Species
2889,1984,Unprovoked,Texas,Female,1.2 m [4'] shark
2890,1984,Arbitrary incident,Western Cape Province,Male,Shark involvement prior to death was not confirmed
2891,1984,Unprovoked,Florida,Male,Unidentified Species
2892,1984,Unprovoked,KwaZulu-Natal,Male,Raggedtooth shark 
2893,1984,Unprovoked,Western Cape Province,Male,2.4 m [8'] white shark
2894,1984,Unprovoked,Hawaii,Female,1.2 m to 1.5 m [4' to 5'] hammerhead shark
2895,1984,Unprovoked,Malampa Province,Male,Unidentified Species
2896,1984,Unprovoked,Western Cape Province,Male,Unidentified Species
2897,1984,Arbitrary incident,Non-Registered Area,Male,Shark involvement prior to death was not confirmed
2898,1984,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
2899,1984,Boat,Eastern Cape Province,Male,2.5 m [8.25'] shark
2900,1984,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
2901,1984,Provoked,Eastern Cape Province,Male,"Raggedtooth shark, 56-kg [123-lb] "
2902,1984,Provoked,KwaZulu-Natal,Male, 1.5 m [5'] dusky shark
2903,1984,Arbitrary incident,Eastern Cape Province,Unrecorded Gender,Shark involvement prior to death was not confirmed
2904,1984,Unprovoked,Queensland,Male,1.5 m white-tipped reef shark
2905,1984,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 1 m "
2906,1984,Unprovoked,KwaZulu-Natal,Female,Unidentified Species
2907,1984,Provoked,California,Male,Sevengill shark
2908,1984,Unprovoked,Florida,Male,Unidentified Species
2910,1983,Unprovoked,Florida,Male,Unidentified Species
2911,1983,Unprovoked,South Australia,Male,12' white shark
2912,1983,Unprovoked,Eastern Cape Province,Male,Unidentified Species
2913,1983,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, >1 m "
2915,1983,Sea Disaster,Central Philippines,Male,.5 m shark
2916,1983,Unprovoked,Florida,Male,Tiger shark
2917,1983,Arbitrary incident,KwaZulu-Natal,Female,Shark involvement prior to death was not confirmed
2918,1983,Unprovoked,Florida,Male,1.5 m [5'] shark
2919,1983,Unprovoked,Florida,Male,4.5' shark
2920,1983,Unprovoked,Florida,Male,Unidentified Species
2921,1983,Unprovoked,Oregon,Male,White shark
2922,1983,Unprovoked,Western Cape Province,Male,5 m [16.5'] white shark
2923,1983,Unprovoked,Virginia,Female,Sand shark
2924,1983,Provoked,Florida,Male,Nurse shark
2925,1983,Unprovoked,Florida,Female,6' to 8' bull shark
2926,1983,Boat,Rhode Island,Unrecorded Gender,Unidentified Species
2927,1983,Sea Disaster,Queensland,Female,"Tiger shark, 5 m [16.5']"
2928,1983,Sea Disaster,Queensland,Male,"Tiger shark, 5 m [16.5']"
2929,1983,Sea Disaster,Queensland,Male,"Tiger shark, 5 m [16.5']"
2930,1983,Unprovoked,Eastern Cape Province,Male,3 m to 4 m [10' to 13'] shark
2931,1983,Unprovoked,Florida,Female,3.5' hammerhead shark
2932,1983,Unprovoked,Abaco Islands,Male,Unidentified Species
2933,1983,Unprovoked,Florida,Male,Unidentified Species
2934,1983,Unprovoked,Florida,Male,Unidentified Species
2935,1983,Unprovoked,Abaco Islands,Male,Unidentified Species
2936,1983,Unprovoked,Florida,Male,Unidentified Species
2937,1983,Unprovoked,Non-Registered Area,Male,6' blacktip shark
2938,1983,Arbitrary incident,Northwest Italy,Male,Questionable incident
2939,1983,Unprovoked,Berry Islands,Male,Caribbean reef shark
2940,1983,Unprovoked,Florida,Male,6' shark
2941,1983,Unprovoked,Florida,Male,Unidentified Species
2942,1983,Unprovoked,Florida,Male,Unidentified Species
2943,1983,Unprovoked,Florida,Male,Unidentified Species
2944,1983,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)"
2945,1983,Unprovoked,Florida,Male,Unidentified Species
2946,1983,Arbitrary incident,KwaZulu-Natal,Male,Questionable incident
2947,1983,Unprovoked,KwaZulu-Natal,Male,1.8 m [6'] Zambezi shark
2948,1983,Unprovoked,Eastern Cape Province,Male,Blacktip or spinner shark
2949,1983,Unprovoked,Florida,Male,Unidentified Species
2950,1983,Unprovoked,Loyalty Islands,Unrecorded Gender,"""a small shark"""
2951,1983,Unprovoked,KwaZulu-Natal,Male,3 m [10'] shark
2952,1983,Provoked,South Carolina,Male,Unidentified Species
2953,1983,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
2954,1983,Unprovoked,Western Cape Province,Male,Unidentified Species
2955,1983,Unprovoked,Western Cape Province,Male,White shark
2956,1983,Unprovoked,English Channel,Male,Unidentified Species
2957,1983,Unprovoked,Malampa Province,Male,Unidentified Species
2958,1983,Provoked,North & South Carolina,Male,Blue sharks
2959,1982,Unprovoked,South Carolina,Male,Unidentified Species
2960,1982,Unprovoked,Florida,Male,1.5 m [5'] shark
2961,1982,Unprovoked,Eastern Cape Province,Male,Unidentified Species
2962,1982,Unprovoked,Eastern Cape Province,Male,"Believed to involve a 2.8 m [9'3""] white shark"
2963,1982,Unprovoked,Florida,Male,1.5 m [5'] shark
2964,1982,Unprovoked,California,Male,White shark
2965,1982,Unprovoked,California,Male,5 m to 6 m [16.5' to 20'] white shark
2966,1982,Arbitrary incident,Florida,Male,Shark involvement prior to death was not confirmed
2967,1982,Unprovoked,Kumamoto Prefecture,Male,Unidentified Species
2968,1982,Arbitrary incident,California,Male,Questionable incident; reported as shark attack but thought to involve a pinniped instead 
2969,1982,Unprovoked,Western Cape Province,Female,Unidentified Species
2970,1982,Unprovoked,Non-Registered Area,Male,"2.1 m [7'] shark, possibly a spinner shark"
2972,1982,Unprovoked,Eastern Cape Province,Male,"2.4 m [8'] white shark, species identity confirmed by tooth fragment"
2973,1982,Unprovoked,California,Male,4.5 m to 5.5 m [14.7' to 18'] white shark
2974,1982,Unprovoked,Florida,Male,0.9 m to 1.2 m [3' to 4'] shark
2975,1982,Arbitrary incident,California,Male,"Reported as a shark attack, the story was a hoax"
2976,1982,Unprovoked,Florida,Female,Unidentified Species
2977,1982,Unprovoked,South Province,Unrecorded Gender,Unidentified Species
2978,1982,Unprovoked,Eastern Cape Province,Male,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard"
2979,1982,Unprovoked,South Carolina,Male,5' shark
2980,1982,Unprovoked,Andros Islands,Male,"Lemon shark, 2 m [6'9""]"
2981,1982,Unprovoked,Florida,Female,Unidentified Species
2982,1982,Unprovoked,Hawaii,Male,"1.2 m to 1.5 m [4' to 5'] ""reef shark"""
2983,1982,Arbitrary incident,South Carolina,Female,Shark involvement prior to death was not confirmed
2984,1982,Unprovoked,Florida,Male,Unidentified Species
2985,1982,Unprovoked,New South Wales,Male,Unidentified Species
2986,1982,Unprovoked,Non-Registered Area,Male,Unidentified Species
2987,1982,Unprovoked,Tasmania,Male,5.5 m [18''] white shark
2988,1982,Unprovoked,Florida,Male,4' to 5' shark
2989,1982,Provoked,Western Cape Province,Male,Unidentified Species
2990,1982,Unprovoked,Hawaii,Female,Unidentified Species
2991,1982,Unprovoked,Hawaii,Female,Unidentified Species
2992,1982,Unprovoked,Florida,Female,Unidentified Species
2993,1982,Unprovoked,California,Male,5 m [16.5'] white shark
2994,1982,Unprovoked,Florida,Male,Unidentified Species
2995,1982,Unprovoked,Eastern Cape Province,Male,Raggedtooth shark
2996,1982,Boat,Tyrrhenian Sea,Male,6 m [20'] white shark
2997,1982,Boat,Tyrrhenian Sea,Male,White shark
2998,1982,Unprovoked,Biserta,Unrecorded Gender,Unidentified Species
2999,1981,Unprovoked,California,Male,7 m [23'] white shark
3000,1981,Unprovoked,Queensland,Unrecorded Gender,Unidentified Species
3001,1981,Unprovoked,Hawaii,Male,"Tiger shark, 3.7 m [12']"
3002,1981,Unprovoked,Saint-Philippe,Male,Unidentified Species
3003,1981,Provoked,Western Cape Province,Male,"3.5 m [11.5'], 510-kg [1125-lb] hooked & shot white shark"
3004,1981,Unprovoked,Hawaii,Male,"2.1 m [7'] shark with ""a very flat head� that had followed the boat for 3 days"
3005,1981,Unprovoked,Florida,Male,1.8 m to 2.4 m [6' to 8'] shark
3006,1981,Unprovoked,Florida,Male,Unidentified Species
3007,1981,Unprovoked,Florida,Male,Unidentified Species
3008,1981,Unprovoked,Florida,Male,6' shark
3009,1981,Unprovoked,Florida,Male,Unidentified Species
3010,1981,Unprovoked,Florida,Male,Unidentified Species
3011,1981,Unprovoked,Florida,Male,Said to involve a tiger shark or a hammerhead shark
3012,1981,Unprovoked,Florida,Male,Unidentified Species
3013,1981,Unprovoked,Florida,Male,Unidentified Species
3014,1981,Unprovoked,Florida,Male,6' shark
3015,1981,Provoked,Florida,Male,"1.8 m [6'] shark, species identity questionable"
3016,1981,Arbitrary incident,Hawaii,Male,Shark involvement prior to death remains unconfirmed
3017,1981,Unprovoked,Florida,Male,small nurse shark
3018,1981,Unprovoked,Florida,Female,Unidentified Species
3019,1981,Unprovoked,Grand Bahama Island,Male,Mako shark (tooth fragments recovered)
3020,1981,Unprovoked,Florida,Female,"""sandshark"""
3021,1981,Unprovoked,Eastern Cape Province,Male,Possibly a  1.8 m [6'] Zambezi shark
3022,1981,Unprovoked,Florida,Male,2.4 m [8'] shark
3023,1981,Unprovoked,KwaZulu-Natal,Male,"""gray shark"""
3024,1981,Boat,Non-Registered Area,Male,"13', 400-lb thresher shark"
3025,1981,Arbitrary incident,Hawaii,Male,Shark involvement prior to death was not confirmed
3026,1981,Unprovoked,Hawaii,Male,Unidentified Species
3027,1981,Unprovoked,Chungnam,Female,6 m  white shark
3028,1981,Unprovoked,Eastern Cape Province,Male,Raggedtooth shark
3029,1981,Unprovoked,Florida,Male,Unidentified Species
3030,1981,Unprovoked,Florida,Male,Lemon shark
3031,1981,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 2.5 m [8.25'] "
3032,1981,Provoked,Eronogo Region,Male,Unidentified Species
3033,1981,Sea Disaster,Non-Registered Area,Unrecorded Gender,Unidentified Species
3034,1981,Unprovoked,Eastern Cape Province,Male,"Tiger shark, 2.1 m [7']"
3035,1981,Unprovoked,Florida,Male,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark"
3036,1981,Unprovoked,Florida,Male,C. maculpinnis or C. limbatus
3037,1981,Unprovoked,Coquimbo,Male,White shark
3038,1981,Unprovoked,Rio de Janeiro,Unrecorded Gender,White shark
3039,1981,Unprovoked,KwaZulu-Natal,Male,Juvenile dusky or blacktip shark
3040,1981,Unprovoked,Western Australia,Male,1 m hammerhead shark
3041,1981,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
3042,1981,Unprovoked,Florida,Male,1.8 m to 2.4 m [6' to 8'] hammerhead shark
3043,1981,Unprovoked,Rio de Janeiro,Unrecorded Gender,Unidentified Species
3044,1981,Unprovoked,Florida,Male,Tiger shark
3045,1981,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
3046,1981,Unprovoked,New South Wales,Male,"Tiger shark, 2.5 m "
3047,1981,Unprovoked,Pagasitikos Gulf,Male,Unidentified Species
3048,1980,Unprovoked,Eastern Cape Province,Male,3.5 m [11.5'] shark
3049,1980,Arbitrary incident,Eastern Cape Province,Unrecorded Gender,Shark involvement prior to death was not confirmed
3050,1980,Unprovoked,Grand'Anse,Male,1.8 m [6'] white shark
3051,1980,Unprovoked,Western Australia,Male,Unidentified Species
3052,1980,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
3053,1980,Unprovoked,Pernambuco,Male,Unidentified Species
3054,1980,Unprovoked,Oregon,Male,4 m to 5 m [13' to 16.5'] white shark
3055,1980,Unprovoked,California,Male,4 m to 5 m [13' to 16.5'] white shark
3056,1980,Unprovoked,Non-Registered Area,Male,Unidentified Species
3057,1980,Unprovoked,North Carolina,Female,Unidentified Species
3058,1980,Unprovoked,Hawaii,Male,"Tiger shark, 4.3 m [14'] "
3059,1980,Unprovoked,Canary Islands,Male,Blue shark
3060,1980,Unprovoked,New Jersey,Male,Unidentified Species
3061,1980,Unprovoked,Delaware,Female,4' to 8' shark
3062,1980,Unprovoked,North Carolina,Male,Unidentified Species
3063,1980,Unprovoked,Florida,Male,Unidentified Species
3064,1980,Provoked,California,Female,Blue shark
3065,1980,Unprovoked,Eastern Cape Province,Male,1.8 m [6'] shark
3066,1980,Provoked,St. Mary's Parish,Male,Unidentified Species
3067,1980,Sea Disaster,Romblon Province,Unrecorded Gender,Unidentified Species
3068,1980,Unprovoked,Sinaloa,Female,Tiger shark
3069,1980,Unprovoked,KwaZulu-Natal,Male,Tiger shark
3070,1980,Unprovoked,Rio de Janeiro,Male,2 m shark
3071,1980,Sea Disaster,Non-Registered Area,Female,Unidentified Species
3072,1980,Provoked,Western Cape Province,Male,1.5 m [5'] hammerhead shark
3073,1980,Unprovoked,KwaZulu-Natal,Male,"2.8 m [9'3""] white shark"
3074,1980,Unprovoked,Lamu Archipelago,Male,2.2 m shark
3075,1980,Provoked,KwaZulu-Natal,Male,"2 m [6'9""] Zambesi shark"
3076,1980,Unprovoked,Eastern Cape Province,Male,Hammerhead shark
3077,1980,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 2 m [6'9""] "
3078,1980,Unprovoked,Los Vilos,Male,White shark
3079,1980,Provoked,Non-Registered Area,Male,1.8 m [6'] dogfish
3080,1980,Arbitrary incident,Island of Kos,Male,Said to involve a white shark but shark involvement not confirmed
3082,1980,Unprovoked,Ha'api,Male,Unidentified Species
3083,1979,Unprovoked,Eastern Cape Province,Male,Unidentified Species
3084,1979,Arbitrary incident,Madeira Islands,Male,White shark?
3085,1979,Unprovoked,Non-Registered Area,Male,6' shark
3086,1979,Unprovoked,Oregon,Male,"White shark, 4 m [13'] "
3087,1979,Provoked,Western Cape Province,Unrecorded Gender,"White shark, 5 m "
3088,1979,Provoked,Eastern Cape Province,Male,"Raggedtooth shark, 50-kg [110-lb], 2 m [6.75'] gaffed "
3089,1979,Unprovoked,New South Wales,Male,"""a small shark"""
3090,1979,Unprovoked,Non-Registered Area,Male,Unidentified Species
3091,1979,Unprovoked,Ho Ha Wan Marine Park,Male,Unidentified Species
3092,1979,Unprovoked,Florida,Male,Unidentified Species
3093,1979,Unprovoked,Southern Thailand,Male,Unidentified Species
3094,1979,Sea Disaster,Florida,Male,Unidentified Species
3095,1979,Arbitrary incident,Florida,Male,Shark involvement prior to death was not confirmed
3096,1979,Provoked,Western Cape Province,Male,"White shark, 2.5 m [8.25']  "
3097,1979,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
3098,1979,Unprovoked,North Province,Unrecorded Gender,Unidentified Species
3099,1979,Unprovoked,North Province,Male,2 m shark
3100,1979,Unprovoked,Florida,Male,Unidentified Species
3101,1979,Unprovoked,Florida,Male,Unidentified Species
3102,1979,Unprovoked,Florida,Male,Blacktip or spinner shark
3103,1979,Unprovoked,California,Male,"White shark, 4 m to 5 m [13' to 16.5'] "
3104,1979,Boat,Western Cape Province,Unrecorded Gender,Unidentified Species
3105,1979,Unprovoked,Grand Terre,Male,Unidentified Species
3106,1979,Unprovoked,Eastern Cape Province,Male,1.5 m to 2 m [5' to 6.75'] shark
3107,1979,Unprovoked,Hawaii,Male,Unidentified Species
3108,1978,Unprovoked,Queensland,Male,Unidentified Species
3109,1978,Unprovoked,KwaZulu-Natal,Male,"White shark, 2.3 m [7.5'], tooth fragment recovered"
3110,1978,Unprovoked,Hawaii,Male,2.4 m [8'] shark
3111,1978,Unprovoked,Florida,Male,Unidentified Species
3112,1978,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
3113,1978,Unprovoked,Western Cape Province,Male,"White shark, 3.7 m [12'] "
3114,1978,Unprovoked,Tyrrhenian Sea,Male,"White shark, 5 m [16.5'] "
3115,1978,Unprovoked,Tasmania,Male,15' shark
3116,1978,Unprovoked,California,Male,"2 m [6'9""] shark"
3117,1978,Unprovoked,Florida,Male,Unidentified Species
3118,1978,Sea Disaster,South Carolina,Male,Unidentified Species
3119,1978,Provoked,California,Male,Unidentified Species
3120,1978,Unprovoked,Florida,Male,Unidentified Species
3121,1978,Unprovoked,Florida,Male,Unidentified Species
3123,1978,Unprovoked,Ralik Archipelago,Male,Unidentified Species
3124,1978,Unprovoked,Ralik Archipelago,Male,Unidentified Species
3125,1978,Unprovoked,Tasmania,Male,"Sevengill shark, 2.4 m"
3126,1978,Boat,Eastern Cape Province,Unrecorded Gender,Unidentified Species
3127,1978,Unprovoked,Western Cape Province,Unrecorded Gender,270 kg shark
