dep,date,month,tx_incid
02,2021-02-15,2021-02,254.15834996673303
02,2021-02-16,2021-02,241.041726071666
02,2021-02-17,2021-02,229.445870164433
02,2021-02-18,2021-02,227.925102176599
02,2021-02-19,2021-02,230.776542153788
02,2021-02-20,2021-02,238.000190095998
02,2021-02-21,2021-02,237.810094097519
02,2021-02-22,2021-02,229.445870164433
02,2021-02-23,2021-02,241.992206064062
02,2021-02-24,2021-02,252.637581978899
02,2021-02-25,2021-02,253.207869974337
02,2021-02-26,2021-02,259.290941925672
02,2021-02-27,2021-02,259.481037924152
02,2021-02-28,2021-02,259.671133922631
02,2021-03-01,2021-03,259.100845927193
02,2021-03-02,2021-03,249.215854006273
02,2021-03-03,2021-03,240.28134207774897
02,2021-03-04,2021-03,248.645566010835
02,2021-03-05,2021-03,247.31489402148102
02,2021-03-06,2021-03,252.06729398346198
02,2021-03-07,2021-03,253.207869974337
02,2021-03-08,2021-03,274.308525805532
02,2021-03-09,2021-03,292.74783765801703
02,2021-03-10,2021-03,305.294173557647
02,2021-03-11,2021-03,313.848493489212
02,2021-03-12,2021-03,323.543389411653
02,2021-03-13,2021-03,327.345309381238
02,2021-03-14,2021-03,328.105693375154
02,2021-03-15,2021-03,335.329341317365
02,2021-03-16,2021-03,330.767037353864
02,2021-03-17,2021-03,339.13126128695
02,2021-03-18,2021-03,341.982701264138
02,2021-03-19,2021-03,352.628077178975
02,2021-03-20,2021-03,365.744701074042
02,2021-03-21,2021-03,365.17441307860497
02,2021-03-22,2021-03,392.73833285809303
02,2021-03-23,2021-03,411.747932706017
02,2021-03-24,2021-03,429.23676456610605
02,2021-03-25,2021-03,442.923676456611
02,2021-03-26,2021-03,453.18886037448897
02,2021-03-27,2021-03,452.99876437601
02,2021-03-28,2021-03,454.329436365365
02,2021-03-29,2021-03,462.313468301492
02,2021-03-30,2021-03,481.893356144853
02,2021-03-31,2021-03,489.117004087064
02,2021-04-01,2021-04,491.588252067294
02,2021-04-02,2021-04,479.23201216614405
02,2021-04-03,2021-04,476.760764185914
02,2021-04-04,2021-04,475.23999619808
02,2021-04-05,2021-04,376.19998099040004
