,job.creationDate,month,title,place.city,place.zipCode,Dpt,company.name
48,2021-03-12T09:48:58.000Z,2021-03,Opérateur logistique (H/F),92 - GENNEVILLIERS,92230,92,
49,2021-04-04T02:56:12.000Z,2021-04,Chargé / Chargée d'études en marketing (H/F),75 - PARIS 08,75008,75,
50,2021-04-02T15:33:26.000Z,2021-04,Chargé / Chargée d'études commerciales (H/F),92 - NANTERRE,92000,92,
51,2021-03-30T15:38:05.000Z,2021-03,Chargé d'études marketing satisfaction client (H/F),92 - NANTERRE,92000,92,
52,2021-03-30T10:24:17.000Z,2021-03,Chargé / Chargée d'études de marché (H/F),92 - NANTERRE,92000,92,AXA FRANCE
53,2021-03-26T10:15:35.000Z,2021-03,Chargé / Chargée d'études statistiques (H/F),92 - NANTERRE,92000,92,AXA FRANCE
54,2021-03-02T10:26:11.000Z,2021-03,Chargé / Chargée d'études commerciales (H/F),92 - NANTERRE,92000,92,AXA FRANCE
55,2021-03-05T13:33:26.000Z,2021-03,Data analyst (H/F),92 - NANTERRE,92000,92,AXA FRANCE
56,2021-03-02T13:55:21.000Z,2021-03,Data analyst (H/F),92 - NANTERRE,92000,92,AXA FRANCE
57,2021-04-01T03:40:34.000Z,2021-04,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),77 - CHELLES,77500,77,
58,2021-03-18T14:51:26.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),80 - AMIENS,80080,80,
59,2021-04-02T04:54:32.000Z,2021-04,Préparateur / Préparatrice de commandes (H/F),75 - PARIS 01,75001,75,
60,2021-04-09T15:29:02.000Z,2021-04,Chargé(e) d'études - Corporate Finance - H/F - PARIS (H/F),75 - PARIS 01,75001,75,
61,2021-03-16T09:21:03.000Z,2021-03,Apprenti(e) en ingénierie géo-intelligence (h/f),75 - PARIS 01,75001,75,
62,2021-03-07T03:21:29.000Z,2021-03,Apprenti(e) en analyse matériaux pour l'électronique (h/f),75 - PARIS 01,75001,75,
63,2021-03-04T16:03:30.000Z,2021-03,Apprenti(e) en traitement de l'information multimédia - intelligence artificielle (h/f),75 - PARIS 01,75001,75,
64,2021-04-05T05:08:49.000Z,2021-04,Data analyst chargé d'études stratégiques (H/F),75 - PARIS 01,75001,75,
65,2021-03-31T07:42:46.000Z,2021-03,Data Analyst débutant (H/F) Mobile Gaming [CDI] - Paris ou Lyon - Gaminho,75 - PARIS 01,75001,75,
66,2021-03-27T16:35:05.000Z,2021-03,Chargé d'études junior (H/F),75 - PARIS 01,75001,75,
67,2021-03-26T15:40:36.000Z,2021-03,Data Analyst en alternance (H/F),75 - PARIS 01,75001,75,
68,2021-04-02T15:41:53.000Z,2021-04,Alternance Chargé d'études stratégiques (H/F),75 - PARIS 15,75015,75,
69,2021-04-09T15:32:39.000Z,2021-04,Data Scientist - BOURSORAMA (H/F),92 - BOULOGNE BILLANCOURT,92100,92,
70,2021-03-19T12:29:37.000Z,2021-03,Alternant Data Analyst (H/F),92 - BOULOGNE BILLANCOURT,92100,92,
71,2021-03-31T16:50:23.000Z,2021-03,Data scientist (H/F),92 - ISSY LES MOULINEAUX,92130,92,
72,2021-03-05T10:55:19.000Z,2021-03,Chargé / Chargée d'études socio-économiques (H/F),94 - IVRY SUR SEINE,94200,94,BLUELINK
73,2021-03-06T14:59:43.000Z,2021-03,Responsable de livraison fonctionnelle/Data analyst H/F,92 - MONTROUGE,92120,92,
74,2021-04-06T15:49:46.000Z,2021-04,UN ALTERNANT - DATA SCIENTIST MACHING LEARNING  (H/F),94 - GENTILLY,94250,94,SANOFI-AVENTIS GROUPE
75,2021-04-06T11:39:34.000Z,2021-04,Chargé / Chargée d'études commerciales   (H/F),94 - VILLEJUIF,94800,94,CFA EHL
76,2021-04-08T06:17:01.000Z,2021-04,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),77 - PONTAULT COMBAULT,77340,77,
77,2021-03-24T07:52:54.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),77 - PONTAULT COMBAULT,77340,77,
78,2021-03-24T07:43:44.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),77 - PONTAULT COMBAULT,77340,77,
79,2021-03-18T11:44:20.000Z,2021-03,Préparateur / préparatrice de commande drive (H/F),77 - PONTAULT COMBAULT,77340,77,
80,2021-04-03T10:42:23.000Z,2021-04,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),94 - ORMESSON SUR MARNE,94490,94,
81,2021-03-18T14:37:36.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),94 - ORMESSON SUR MARNE,94490,94,
82,2021-04-01T16:36:15.000Z,2021-04,Chargé / Chargée d'études commerciales (H/F),78 - GUYANCOURT,78280,78,BOUYGUES ENERGIES & SERVICES
83,2021-04-08T06:16:54.000Z,2021-04,Data analyst (H/F),91 - MASSY,91300,91,
84,2021-03-21T08:59:42.000Z,2021-03,Préparateur / Préparatrice de commandes (H/F),91 - ATHIS MONS,91200,91,
85,2021-03-22T17:45:11.000Z,2021-03,Agent / Agente logistique en magasinage (H/F),91 - ATHIS MONS,91200,91,
86,2021-03-29T15:13:59.000Z,2021-03,Chargé / Chargée d'études en marketing (H/F),77 - PRINGY,77310,77,TENTE
87,2021-03-31T15:55:56.000Z,2021-03,Data scientist (H/F),76 - MONT ST AIGNAN,76130,76,
88,2021-03-31T03:51:07.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),27 - GUICHAINVILLE,27930,27,
89,2021-03-31T10:59:19.000Z,2021-03,UN ALTERNANT - ASSISTANT MAGASINIER  (H/F),76 - ST AUBIN LES ELBEUF,76410,76,SANOFI-AVENTIS GROUPE
90,2021-04-08T10:27:40.000Z,2021-04,Magasinier / Magasinière Magasin de Pièces de Rechange -MPR- (H/F),91 - ETAMPES,91150,91,ATAC PIECES AUTO
91,2021-04-02T04:08:03.000Z,2021-04,Magasinier / Magasinière (H/F),27 - LE NEUBOURG,27110,27,
92,2021-03-02T16:04:49.000Z,2021-03,Préparateur / Préparatrice de commandes (H/F),75 - Paris (Dept.),,na,
93,2021-02-17T09:54:57.000Z,2021-02,Préparateur / Préparatrice de commandes (H/F),75 - Paris (Dept.),,na,
94,2021-03-16T09:06:47.000Z,2021-03,Chef de projet évènementiel  (H/F),44 - NANTES,44000,44,ALTERNANCE PAYS DE LOIRE
95,2021-03-24T03:12:02.000Z,2021-03,Conseiller / Conseillère en organisation d'évènementiel de particuliers (H/F),44 - ST HERBLAIN,44800,44,
96,2021-04-08T15:55:42.000Z,2021-04,UN ALTERNANT - CHARGE DE PROJET FORMATION DIGITALE  (H/F),69 - NEUVILLE SUR SAONE,69250,69,SANOFI-AVENTIS GROUPE
97,2021-04-08T06:20:42.000Z,2021-04,Assistant Social Media Manager H/F,75 - PARIS 19,75019,75,
98,2021-04-10T10:56:35.000Z,2021-04,Alternance - Attaché de presse F/H (H/F),75 - PARIS 19,75019,75,
99,2021-03-24T07:45:52.000Z,2021-03,Alternant chargé de communication F/H (H/F),75 - PARIS 08,75008,75,
0,2021-03-23T09:51:09.000Z,2021-03,Apprenti CAP coiffeur (H/F),12 - SEBAZAC CONCOURES,12740,12,COIFF&CO
1,2021-03-26T11:06:50.000Z,2021-03,Apprenti coiffeur H/F,48 - ST CHELY D APCHER,48200,48,JENNIF'HAIR
2,2021-04-06T09:37:39.000Z,2021-04,Chargé / Chargée de communication en  CONTRAT D'APPRENTISSA (H/F),34 - MONTPELLIER,34000,34,INSTEP OCCITANIE
3,2021-03-31T17:02:04.000Z,2021-03,Chargé / Chargée de communication (H/F),34 - MONTPELLIER,34000,34,Talentis Horizon
4,2021-03-24T19:24:39.000Z,2021-03,Chargé / Chargée de communication (H/F),34 - MONTPELLIER,34000,34,CESI MONTPELLIER
5,2021-03-22T04:59:41.000Z,2021-03,Chargé / Chargée de communication (H/F),63 - CLERMONT FERRAND,63000,63,
6,2021-03-17T14:37:32.000Z,2021-03,Coiffeur / Coiffeuse (H/F),63 - CLERMONT FERRAND,63000,63,L HOMME VU PAR CHARLOTTE
7,2021-03-23T09:45:54.000Z,2021-03,Apprenti / Apprentie Communication (H/F),30 - CODOLET,30200,30,CYCLIFE
8,2021-04-06T10:11:22.000Z,2021-04,Coiffeur / Coiffeuse mixte,43 - LE CHAMBON SUR LIGNON,43400,43,INVEN-TIF
9,2021-04-02T11:45:17.000Z,2021-04,Coiffeur / Coiffeuse (H/F),84 - AVIGNON,84000,84,JEAN LOUIS DAVID
10,2021-04-02T11:06:24.000Z,2021-04,Coiffeur / Coiffeuse (H/F),84 - AVIGNON,84000,84,SARL - MARAQUIZ (SALON FRANCK PROVOST)
11,2021-03-19T11:23:32.000Z,2021-03,Chargé / Chargée de communication (H/F),13 - MARTIGUES,13500,13,FDM GROUPE
12,2021-03-18T17:22:23.000Z,2021-03,Chargé / Chargée de communication (H/F),13 - MARTIGUES,13117,13,FDM GROUPE
13,2021-04-02T07:54:12.000Z,2021-04,Chargé / Chargée de communication (H/F),42 - ST ETIENNE,42000,42,
14,2021-04-02T10:53:15.000Z,2021-04,Coiffeur / Coiffeuse (H/F),13 - SALON DE PROVENCE,13300,13,JEAN LOUIS DAVID
15,2021-04-02T10:38:11.000Z,2021-04,Coiffeur / Coiffeuse (H/F),13 - SALON DE PROVENCE,13300,13,LMA COIFFURE - FRANCK PROVOST
16,2021-02-09T15:07:58.000Z,2021-02,Coiffeur/Coiffeuse en contrat d'apprentissage  (H/F),13 - LES PENNES MIRABEAU,13170,13,JEAN CLAUDE DIFFUSION
17,2021-03-19T14:55:40.000Z,2021-03,Coiffeur / Coiffeuse,42 - VIOLAY,42780,42,COIFFURE SYLVIE
18,2021-04-07T04:06:08.000Z,2021-04,Chargé / Chargée de communication (H/F),13 - MARSEILLE 01,13001,13,
19,2021-04-08T15:55:42.000Z,2021-04,UN ALTERNANT - CHARGE DE PROJET FORMATION DIGITALE  (H/F),69 - NEUVILLE SUR SAONE,69250,69,SANOFI-AVENTIS GROUPE
20,2021-03-30T03:50:07.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),34 - BALARUC LE VIEUX,34540,34,
21,2021-03-18T14:29:29.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),34 - SETE,34200,34,
22,2021-03-17T03:43:30.000Z,2021-03,Opérateur / Opératrice logistique en entrepôt (H/F),34 - SETE,34200,34,CFA TRANSPORT ET LOGISTIQUE AFTRAL
23,2021-03-23T20:05:29.000Z,2021-03,Préparateur / Préparatrice de commandes (H/F),34 - ST JEAN DE VEDAS,34430,34,CFA TRANSPORT ET LOGISTIQUE AFTRAL
24,2021-04-09T19:15:46.000Z,2021-04,Préparateur / Préparatrice de commandes (H/F),34 - VILLENEUVE LES MAGUELONE,34750,34,CFA TRANSPORT ET LOGISTIQUE AFTRAL
25,2021-04-02T10:40:06.000Z,2021-04,Vendeur(se) Conseil en magasin (H/F),34 - MONTPELLIER,34000,34,IFCDIS
26,2021-03-22T11:08:06.000Z,2021-03,Magasinier / Magasinière en pièces et fournitures automobil (H/F),34 - MONTPELLIER,34000,34,CESAME SUP
27,2021-03-05T16:11:25.000Z,2021-03,Préparateur / Préparatrice de commandes (H/F),34 - CASTELNAU LE LEZ,34170,34,CESAME SUP
28,2021-03-18T14:34:59.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),34 - LATTES,34970,34,
29,2021-03-05T05:57:00.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),34 - LATTES,34970,34,
30,2021-03-18T14:31:33.000Z,2021-03,Préparateur / Préparatrice de commandes drive en grande distribution (H/F),34 - LE CRES,34920,34,
31,2021-03-05T14:59:14.000Z,2021-03,Préparateur / Préparatrice de commandes (H/F),34 - LE CRES,34920,34,CESAME SUP
32,2021-04-09T19:15:45.000Z,2021-04,Préparateur / Préparatrice de commandes (H/F),34 - PEROLS,34470,34,CFA TRANSPORT ET LOGISTIQUE AFTRAL
33,2021-03-23T20:04:01.000Z,2021-03,Préparateur / Préparatrice de commandes (H/F),34 - ST AUNES,34130,34,CFA TRANSPORT ET LOGISTIQUE AFTRAL
34,2021-04-09T19:16:05.000Z,2021-04,Préparateur / Préparatrice de commandes (H/F),34 - BOISSERON,34160,34,CFA TRANSPORT ET LOGISTIQUE AFTRAL
35,2021-02-05T11:16:16.000Z,2021-02,Magasinier vendeur / Magasinière vendeuse  (H/F),43 - PRADELLES,43420,43,DEA FORMATION
